Bot_L,Bot_R,Timer,ActInterval,Round,SkillLeft,SkillRight,Games,Winner_L,Winner_R,ActionCounts_L,ActionCounts_R,TotalActions,Duration_L,Duration_R,Collisions_L,Collisions_R,Collisions_Tie,MatchDur,Accelerate_Dur_L,TurnLeft_Dur_L,TurnRight_Dur_L,Dash_Dur_L,SkillBoost_Dur_L,SkillStone_Dur_L,Accelerate_Dur_R,TurnLeft_Dur_R,TurnRight_Dur_R,Dash_Dur_R,SkillBoost_Dur_R,SkillStone_Dur_R,Accelerate_Act_L,TurnLeft_Act_L,TurnRight_Act_L,Dash_Act_L,SkillBoost_Act_L,SkillStone_Act_L,Accelerate_Act_R,TurnLeft_Act_R,TurnRight_Act_R,Dash_Act_R,SkillBoost_Act_R,SkillStone_Act_R,WinRate_L,WinRate_R,Rank_L,Rank_R
Bot_BT,Bot_Primitive,60.0,0.2,BestOf1,Stone,Boost,10,2,8,663,568,1231,102.83880198699998,194.54603653,16,15,16,27.60194259,35.53374228,24.455891124999994,41.94332687199999,0.69859621,0.0,0.20724549999999553,30.670352559999994,9.777189709999991,28.97841032,11.005025139999997,114.11505879999999,0.0,322,69,262,8,0,2,310,44,190,14,10,0,0.2,0.8,3,2
Bot_BT,Bot_Primitive,60.0,0.2,BestOf3,Boost,Stone,10,3,7,6973,6849,13822,103.92039567480003,140.81207037399994,91,17,6,44.85983342,22.779359624000023,39.6536881578,24.519216572999998,14.068675420000016,2.8994558999999995,0.0,30.251900173999996,32.598338439999964,30.503833050000004,10.294159510000014,0.0,37.163839199999984,3411,202,3301,38,21,0,3540,99,3128,60,0,22,0.3,0.7,3,2
Bot_BT,Bot_Primitive,60.0,0.2,BestOf1,Boost,Stone,10,2,8,718,620,1338,78.056347907,159.62369015900003,46,13,6,33.09981545000001,26.047262609000008,18.526989780000008,30.385771617999993,1.6998481999999968,1.3964756999999963,0.0,33.47234760900001,27.634675650000005,52.781846699999996,12.435734100000007,0.0,33.2990861,347,91,248,21,11,0,366,41,164,30,0,19,0.2,0.8,3,2
Bot_BT,Bot_Primitive,60.0,0.2,BestOf1,Stone,Stone,10,5,5,747,624,1371,264.175574007,331.640778913,36,21,4,37.13442992,62.52347137300001,56.838206197,69.17479463699999,38.960202,0.0,36.6788998,81.871960943,26.177708410000008,104.60081242999999,39.394365930000006,0.0,79.5959312,376,89,247,23,0,12,364,43,161,35,0,21,0.5,0.5,3,2
Bot_BT,Bot_Primitive,60.0,0.2,BestOf3,Stone,Boost,10,8,1,12282,12080,24362,58.396780175000025,68.04365461900002,36,35,22,60.00396310000001,6.969754249000017,35.283779077,13.952390799000016,2.173796549999997,0.0,0.017059500000000227,6.968083189000017,12.78184659,2.639156590000016,44.29157485,1.3629933999999988,0.0,6169,220,5856,34,0,3,6107,113,5823,33,4,0,0.8,0.1,3,2
Bot_NN,Bot_BT,45.0,0.1,BestOf3,Stone,Stone,10,7,2,1748,1864,3612,575.655553412,467.1649259714,95,65,48,35.9733802,67.32740742200001,100.84426344,104.38428739000001,173.47240816000001,0.0,129.62718700000002,81.02998689600003,97.61247236140002,96.35624821400002,97.13073599999998,0.0,95.03548249999999,702,445,429,131,0,41,853,486,420,71,0,34,0.7,0.2,1,3
Bot_NN,Bot_BT,45.0,0.1,BestOf1,Boost,Stone,10,7,3,404,504,908,65.02168268700002,83.35231401370004,31,18,10,21.106525926,11.04507088000001,9.692949821,17.584557086000004,21.662989900000007,5.036115000000001,0.0,37.230124402,22.189885267700003,20.805636844000006,1.9863792000000027,0.0,1.1402883000000035,109,63,177,44,11,0,207,105,167,19,0,6,0.7,0.3,1,3
Bot_NN,Bot_BT,45.0,0.1,BestOf3,Boost,Stone,10,7,3,1077,1373,2450,193.31806379300002,182.76872422919996,74,44,38,29.537653900000002,37.55180102999999,22.593926794,43.74053717900002,64.38758699,25.044211799999996,0.0,60.483518509,58.33741524219999,49.79870433800001,9.925234639999994,0.0,4.2238514999999985,283,337,328,98,31,0,533,434,352,42,0,12,0.7,0.3,1,3
Bot_NN,Bot_BT,45.0,0.1,BestOf1,Stone,Stone,10,9,1,1305,1356,2661,139.66468252600006,175.47877503360004,57,40,20,19.0486663,7.696975756000018,15.213402970000022,20.459542770000006,60.61478773000001,0.0,35.6799733,14.152580898000027,36.56883443960001,42.13678929600001,45.6695098,0.0,36.951060600000005,463,327,441,65,0,9,676,323,302,46,0,9,0.9,0.1,1,3
Bot_NN,Bot_BT,45.0,0.1,BestOf3,Stone,Boost,10,10,0,979,1003,1982,243.80376552899997,100.73481902839997,52,49,36,24.594417810000003,27.176062983000005,59.39759442999999,62.392794206,78.94077761,0.0,15.896536300000003,41.37588084039999,33.60075166,20.835436487999985,3.6791375399999953,1.2436125000000011,0.0,339,260,275,85,0,20,328,328,285,46,16,0,1.0,0.0,1,3
Bot_NN,Bot_BT,45.0,0.1,BestOf1,Stone,Boost,10,8,1,480,471,951,121.757380656,83.28605132700002,26,28,10,21.392465351,30.82703557,16.172045829000005,28.62422277699999,39.94943748,0.0,6.1846390000000095,37.219489042000006,24.150562306,19.93773066900001,1.1735279100000011,0.8047413999999975,0.0,145,129,162,36,0,8,159,128,158,17,9,0,0.8,0.1,1,3
Bot_NN,Bot_BT,45.0,0.1,BestOf1,Boost,Boost,10,6,4,519,565,1084,45.177144885999994,62.04297965800001,13,44,24,11.63935356,9.764065174000004,7.315435155000001,9.606356147,15.33264561,3.158642799999999,0.0,36.273739307999996,10.559850973,13.637914247,1.2987357300000002,0.27273940000000074,0.0,102,131,254,29,3,0,134,115,287,24,5,0,0.6,0.4,1,3
Bot_NN,Bot_BT,45.0,0.1,BestOf3,Boost,Boost,10,8,1,1001,1154,2155,133.718844974,88.31575417740001,61,43,42,26.766114090000002,24.244397751999994,13.665282201999995,29.370173900000005,48.228084419999995,18.210906700000002,0.0,38.28554460500001,25.739172281400005,21.975522180999995,1.7035584100000025,0.6119567000000004,0.0,289,257,352,78,25,0,387,348,385,24,10,0,0.8,0.1,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf3,Boost,Boost,10,2,7,2024,4090,6114,690.0088905400002,50.34713092600005,54,69,0,27.83198705,206.51938675500003,24.963517560000007,102.55956350500001,266.55110212,89.41532060000002,0.0,11.64109990700002,21.231264262000003,16.64879387700001,0.499068580000003,0.32690430000000426,0.0,182,1157,602,58,25,0,2055,1318,709,5,3,0,0.2,0.7,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf1,Boost,Stone,10,4,6,201,319,520,114.62342003799998,36.204576171,12,9,6,14.403365565000001,28.380495287,25.119479535,8.124580155999992,42.639185960000006,10.359679099999997,0.0,12.064686601999998,16.672038786999998,7.447417001999997,0.020433779999999846,0.0,0.0,53,41,85,16,6,0,155,41,122,1,0,0,0.4,0.6,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf3,Stone,Stone,10,5,5,1065,1708,2773,389.30430792899995,128.65584632559998,62,59,4,19.82047396,79.930561589,98.63050031299998,49.797171777,139.76703665,0.0,21.1790376,17.905846737999997,42.56896105959999,22.037871428000003,24.929623600000003,0.0,21.213543500000007,292,332,359,71,0,11,876,328,475,21,0,8,0.5,0.5,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf1,Stone,Stone,10,7,3,392,627,1019,329.52022526200005,124.03096446000002,21,22,6,29.1097026,60.335808606000015,53.637955930000004,33.043178736,141.04159279,0.0,41.46168920000001,38.90686624100002,37.612172324,26.618002595,11.323385899999998,0.0,9.5705374,118,133,93,35,0,13,307,156,144,14,0,6,0.7,0.3,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf3,Stone,Boost,10,6,4,943,1450,2393,368.19909454900005,69.84914005320002,50,74,6,22.739197429999997,54.598376002,80.69367285899999,67.715681078,138.99157291,0.0,26.1997917,19.22552029100001,29.15577933120001,18.015965921000006,2.022330709999994,1.4295437999999994,0.0,259,315,278,75,0,16,697,347,372,21,13,0,0.6,0.4,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf1,Boost,Boost,10,4,4,1070,2195,3265,566.3475515819999,22.39628953929999,21,24,0,25.464052603,169.229914138,60.71649645599999,98.064176968,198.76174752,39.5752165,0.0,5.78037020599999,9.39507096529999,6.944891918,0.18749085000000276,0.08846560000000281,0.0,64,650,329,18,9,0,1100,726,364,3,2,0,0.4,0.4,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf3,Boost,Stone,10,4,6,849,1552,2401,435.6873946079999,69.06863133469997,45,39,4,21.637006790000004,114.97040487999998,58.321743532,50.630442225999985,145.52001916999998,66.24478479999999,0.0,18.571805353999988,30.947785843699997,18.89988772699999,0.46773121000000195,0.0,0.18142119999999906,153,395,239,48,14,0,756,447,343,5,0,1,0.4,0.6,1,3
Bot_NN,Bot_BT,45.0,0.2,BestOf1,Stone,Boost,10,4,6,213,322,535,116.88135501600003,25.474788138600005,14,18,0,15.31205263,15.740177140999998,33.192179954000004,10.744622241000004,49.71637388,0.0,7.488001800000001,6.9732829710000015,8.6859925496,9.779581888000006,0.03593073000000002,0.0,0.0,63,51,74,21,0,4,158,52,111,1,0,0,0.4,0.6,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf3,Boost,Boost,10,9,1,1722,2120,3842,94.55434254,77.66649328599999,96,73,44,16.876851960000003,16.896242629999993,16.5187697,18.459355719999994,38.096080390000004,4.5838941,0.0,24.610619661999998,27.327962617999997,19.200606665999995,5.794985540000005,0.7323187999999998,0.0,352,527,713,114,16,0,749,693,601,67,10,0,0.9,0.1,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf3,Stone,Stone,10,8,2,2225,2363,4588,944.3756741870001,771.1384750755,123,84,48,51.38979909999999,118.51176592500002,182.23979260000004,168.64887653200003,272.97058493000003,0.0,202.0046542,136.64926024000002,164.4065394475,155.43204342800001,162.05819566000005,0.0,152.5924363,809,508,683,169,0,56,1016,580,619,102,0,46,0.8,0.2,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf1,Boost,Boost,10,9,1,751,922,1673,49.73618621599999,37.209842947,40,36,24,12.280234589999997,8.790908326000002,10.39824411,9.731958099999996,17.326228980000003,3.4888467000000016,0.0,11.485524503999995,12.809634090999996,9.902143162000003,2.6974127899999956,0.31512840000000075,0.0,157,270,272,46,6,0,324,338,224,31,5,0,0.9,0.1,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf1,Boost,Stone,10,8,2,441,567,1008,106.488520489,134.3928374613,37,10,16,22.626106919999998,13.946161781999994,32.539757827,21.91216794000001,33.06071473999999,5.029718199999996,0.0,49.24905573699999,44.935854532300006,36.289054401999984,2.221588490000011,0.0,1.6972843000000033,131,124,134,41,11,0,236,151,154,18,0,8,0.8,0.2,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf3,Boost,Stone,10,6,4,932,1177,2109,176.86317874099998,189.14185474700002,75,40,38,27.93726086,33.811986076000004,33.03955292699998,42.53886297799998,49.91809085999998,17.554685899999996,0.0,82.449793854,53.30658378199999,39.974563630999995,7.7164716800000175,0.0,5.6944418,234,298,279,94,27,0,450,377,304,36,0,10,0.6,0.4,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf1,Stone,Stone,10,6,4,703,770,1473,346.22011713800003,281.6287544569,44,20,16,29.433541753999993,48.14250222200003,60.75110644200001,72.483319804,108.20094367,0.0,56.64224500000001,71.24594235100001,65.75404865890002,53.015522067000006,46.74539847999999,0.0,44.8678429,292,138,202,55,0,16,349,173,197,36,0,15,0.6,0.4,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf1,Stone,Boost,10,7,3,780,746,1526,227.16502291800006,80.63293380840004,35,50,20,32.22827309,43.559446958,33.62340402000001,70.09929138,65.11473075999997,0.0,14.7681498,33.56874296900001,20.173310304400008,21.790648695,3.0220074400000065,2.078224400000005,0.0,249,218,226,69,0,18,246,227,221,36,16,0,0.7,0.3,1,3
Bot_NN,Bot_BT,60.0,0.1,BestOf3,Stone,Boost,10,6,4,1562,1501,3063,583.524519878,183.6164185572,72,95,40,38.22574275,118.58252135099997,121.81007954099998,121.92826293600002,183.13575145000001,0.0,38.06790460000002,86.744269468,50.72019903219999,36.44016005700001,6.628003799999989,3.0837861999999934,0.0,553,382,456,135,0,36,497,475,425,73,31,0,0.6,0.4,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf1,Stone,Stone,10,5,5,360,473,833,222.62675624899995,89.224646237,21,22,8,23.63225792,33.84333282,37.20774404,47.69897801899999,86.57337787,0.0,17.303323499999998,37.769437851,12.473346307000009,27.851929698999996,5.790282279999998,0.0,5.339650099999998,120,94,99,37,0,10,231,91,138,9,0,4,0.5,0.5,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf3,Boost,Stone,10,5,5,643,1048,1691,255.542562509,115.71124226889998,48,36,6,23.741102069999997,48.50333449099999,51.74556152599999,33.494011222,85.87809397,35.92156130000001,0.0,40.408388538999986,37.1756360499,35.33509138,2.5113386999999987,0.0,0.2807876,147,180,245,52,19,0,514,205,315,11,0,3,0.5,0.5,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf3,Stone,Stone,10,6,4,3459,6410,9869,1207.6917240520002,282.677885691,126,123,10,46.416653890000006,278.634322936,95.44179987,202.132265836,416.45689740999995,0.0,215.026438,25.79740268599996,64.396589965,74.62969745000002,66.71164699000003,0.0,51.14254860000001,595,2122,568,136,0,38,3373,2314,628,70,0,25,0.6,0.4,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf1,Boost,Boost,10,4,6,560,1122,1682,251.677305836,24.0272635848,24,32,0,15.189311253,84.133116791,7.433581903999999,52.988171991,85.35919905,21.7632361,0.0,6.3445726539999985,9.2831719798,8.113008931000001,0.2865100200000006,0.0,0.0,59,391,82,21,7,0,566,434,119,3,0,0,0.4,0.6,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf1,Boost,Stone,10,2,8,246,401,647,196.67867202699998,28.658328437999984,11,11,6,18.18083129,51.66945624699999,34.570510883,4.4853527070000005,78.04796859,27.905383599999993,0.0,9.756687852999992,13.936494792999992,4.965145792000001,0.0,0.0,0.0,61,77,82,19,7,0,193,91,115,2,0,0,0.2,0.8,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf3,Boost,Boost,10,9,1,1290,1790,3080,282.265767411,108.68990212140002,19,91,46,25.14702544,63.593012562000006,86.53860446,22.927804579,96.50937291000001,12.69697290000001,0.0,55.14454295300001,31.033869598399995,22.141525480000013,0.3140935900000015,0.055870500000001044,0.0,163,155,909,54,9,0,500,120,1159,10,1,0,0.9,0.1,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf3,Stone,Boost,10,9,1,877,1275,2152,421.414154011,97.33569748419995,51,80,0,29.962059439999997,55.93481731199999,79.95265848899997,95.52628116,155.93487755,0.0,34.06551949999999,25.465285578699987,34.9998928605,33.806294744999995,1.5614055999999934,1.5028186999999935,0.0,262,235,278,79,0,23,620,258,362,19,16,0,0.9,0.1,1,3
Bot_NN,Bot_BT,60.0,0.2,BestOf1,Stone,Boost,10,8,2,234,340,574,215.808116376,54.35697431919997,16,18,2,17.56098726,38.961107956999996,53.51916107799999,42.111468351000006,65.03191288999999,0.0,16.184466099999998,18.247838317999985,15.28631790319999,20.502926998000003,0.18203649999999882,0.13785459999999716,0.0,80,67,63,19,0,5,168,66,98,5,3,0,0.8,0.2,1,3
Bot_NN,Bot_Primitive,45.0,0.1,BestOf1,Stone,Boost,10,6,4,669,806,1475,220.31004055299996,102.33443547300001,33,51,26,29.41171569,32.35056618299999,65.17026206,62.387565089999995,51.39998142,0.0,9.001665799999993,27.52369625300001,48.79005683,16.71109832999999,2.5871531599999953,6.722430899999999,0.0,204,210,184,60,0,11,437,214,96,41,18,0,0.6,0.4,1,2
Bot_NN,Bot_Primitive,45.0,0.1,BestOf1,Boost,Boost,10,8,2,687,1217,1904,31.39121391000001,23.136852470000008,8,59,22,14.677393500000003,4.164747420000002,12.516666759999996,3.0963315199999997,9.981846310000002,1.6316219000000025,0.0,8.785709420000005,4.195990739999998,6.947786070000005,2.394956739999996,0.8124095000000029,0.0,108,207,334,33,5,0,635,107,426,43,6,0,0.8,0.2,1,2
Bot_NN,Bot_Primitive,45.0,0.1,BestOf3,Boost,Boost,10,9,1,849,1211,2060,98.82970885900002,78.53693617900002,66,42,52,22.11625718,8.918524169000005,34.16206759000001,30.480669930000012,21.69215577000001,3.576291400000004,0.0,12.416506579000009,45.15240222000001,15.230173880000002,3.061187100000002,2.6766664000000002,0.0,222,276,259,75,17,0,663,283,196,53,16,0,0.9,0.1,1,2
Bot_NN,Bot_Primitive,45.0,0.1,BestOf1,Boost,Stone,10,5,5,404,572,976,94.17812965299998,137.18029527899998,45,19,20,21.133250659999998,8.093591252999996,41.14594362,27.42043636,13.652381020000007,3.865777399999997,0.0,53.25439903899999,68.49198856,9.656736099999996,2.7284087799999974,0.0,3.0487627999999987,121,118,105,48,12,0,347,98,85,32,0,10,0.5,0.5,1,2
Bot_NN,Bot_Primitive,45.0,0.1,BestOf3,Stone,Stone,10,7,2,2472,3161,5633,435.00304135399995,333.968679771,117,102,50,28.303492079999995,22.83775127400001,59.91268236999997,55.87481996999998,162.28994894000002,0.0,134.0878388,27.72039492099999,79.92286778000002,56.77635069999999,53.332947869999984,0.0,116.21611850000001,955,668,672,146,0,31,2058,521,445,106,0,31,0.7,0.2,1,2
Bot_NN,Bot_Primitive,45.0,0.1,BestOf3,Boost,Stone,10,5,5,1415,2122,3537,215.161002637,261.46990593699996,158,51,48,36.3880483,26.036829646999998,67.67988173,44.59935559,61.347674569999995,15.497261100000008,0.0,70.069679177,112.86658992,38.98149112000001,26.62142362,0.0,12.930722100000002,363,454,400,162,36,0,1326,366,276,120,0,34,0.5,0.5,1,2
Bot_NN,Bot_Primitive,45.0,0.1,BestOf1,Stone,Stone,10,8,2,1230,1507,2737,120.43825783900002,106.536057779,45,46,20,17.129040273999998,9.176797749000004,8.182166359999997,13.494717640000005,55.223393390000005,0.0,34.3611827,10.276140229,25.34561763,24.618187499999998,18.628667520000004,0.0,27.6674449,365,395,401,61,0,8,958,309,188,44,0,8,0.8,0.2,1,2
Bot_NN,Bot_Primitive,45.0,0.1,BestOf3,Stone,Boost,10,8,2,1889,2219,4108,288.63481888100006,111.61724854200006,96,141,50,29.33773491,42.39211244100001,54.89627696000003,86.35363925000001,93.89626923,0.0,11.096521000000008,33.54313058200002,43.018963860000014,18.82505476,9.202319840000015,7.027779500000015,0.0,574,652,486,152,0,25,1174,569,315,128,33,0,0.8,0.2,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf3,Boost,Stone,10,4,6,834,1001,1835,214.65496312000002,317.78678060100003,120,39,54,32.48569601999999,18.161285380000002,64.95300863000001,46.60110917000001,73.26119463999999,11.678365299999996,0.0,120.475666381,84.0003697,56.514888000000006,33.14885392,0.0,23.647002600000004,234,243,191,133,33,0,567,209,115,76,0,34,0.4,0.6,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf3,Stone,Stone,10,9,1,1031,1118,2149,740.2099047469999,436.32883723299994,99,61,48,44.6927585,85.99827841699998,174.86362699,168.78667595,195.29875578999994,0.0,115.26256760000001,142.32605313300002,88.81439174,93.83615422000003,32.944601439999964,0.0,78.40763669999998,384,247,222,141,0,37,666,197,113,97,0,45,0.9,0.1,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf1,Stone,Boost,10,9,1,362,369,731,202.63823933700002,120.223151069,27,36,24,22.44030247,29.70249921699999,61.79219936,45.410782739999995,57.30511971999999,0.0,8.4276383,39.624154929,39.067819709999995,26.98959128,2.667318649999999,11.874266499999997,0.0,100,117,85,50,0,10,187,97,40,30,15,0,0.9,0.1,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf1,Stone,Stone,10,5,5,477,523,1000,403.4310845439999,262.709345504,46,33,20,30.98371333,30.532645064000004,93.68447778999997,98.80608803999998,108.43750054999997,0.0,71.97037309999999,52.790651174,62.84731861,58.058987540000004,24.708837279999987,0.0,64.3035509,181,90,131,58,0,17,315,82,65,42,0,19,0.5,0.5,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf1,Boost,Boost,10,8,2,377,506,883,40.03176871699997,27.127291216999986,35,33,20,10.695480415,8.200990766999999,6.645735739999994,7.987698499999995,15.343503509999993,1.8538401999999952,0.0,11.193627486999992,9.487542810000004,4.288809269999987,1.753829549999998,0.40348209999999796,0.0,90,137,111,36,3,0,269,136,70,28,3,0,0.8,0.2,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf1,Boost,Stone,10,5,5,338,399,737,121.67357023500001,157.289004955,51,18,20,24.97246757,19.40077647500001,46.18974788999999,16.601859969999992,36.36843890000001,3.1127469999999953,0.0,63.576019465,44.88913946,27.150747839999994,14.82828109000001,0.0,6.844817099999995,106,84,82,54,12,0,232,67,53,35,0,12,0.5,0.5,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf3,Stone,Boost,10,8,2,834,905,1739,367.110639426,194.14362355499998,70,81,64,32.49622008,51.101997896,66.49322960999997,97.13638396000002,126.96119345999999,0.0,25.4178345,63.32430901499998,77.30545247999997,30.40955574,4.828682019999999,18.275624300000004,0.0,237,249,218,107,0,23,450,222,124,70,39,0,0.8,0.2,1,2
Bot_NN,Bot_Primitive,45.0,0.2,BestOf3,Boost,Boost,10,10,0,587,767,1354,55.648071668000014,44.460617598000006,58,47,44,9.414616915,11.656905208,10.305663340000006,14.8333373,18.607911820000005,0.24425399999999975,0.0,19.073269068000005,17.880460960000004,3.524531139999999,3.4762520299999964,0.5061044000000017,0.0,160,189,179,57,2,0,421,234,64,45,3,0,1.0,0.0,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf1,Stone,Boost,10,8,2,905,1129,2034,377.647866852,124.93816671200003,51,61,24,41.104777989999995,80.576074812,86.78844613999999,91.33957012999997,103.82869377,0.0,15.115082000000017,48.75474439200002,49.604332459999995,16.732245320000004,3.8774110399999997,5.9694335000000045,0.0,259,299,246,78,0,23,584,240,230,51,24,0,0.8,0.2,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf1,Boost,Stone,10,4,6,513,773,1286,85.19380442200004,96.30173279799996,49,24,24,26.29427476,12.233000322000011,30.33680958,14.822758759999996,21.15010046000002,6.651135300000012,0.0,28.158070937999994,37.676320539999985,13.978050969999998,10.758990349999998,0.0,5.730300000000005,130,205,104,59,15,0,470,156,95,38,0,14,0.4,0.6,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf1,Stone,Stone,10,5,5,716,824,1540,527.3907531020001,401.1768719060001,40,28,30,33.57498108,65.34779899200001,110.37427951000001,116.3062193,128.6725725,0.0,106.6898828,89.53786164600002,88.79277786,76.02553859,41.360610510000015,0.0,105.4600833,319,130,191,55,0,21,542,86,134,41,0,21,0.5,0.5,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf1,Boost,Boost,10,9,1,646,1004,1650,39.413208940999986,16.844875111000007,34,30,20,10.850344408000002,10.944582380999998,6.256668509999996,6.882893570000002,14.579418279999999,0.7496462000000026,0.0,6.158168341000003,5.674676320000003,2.775142549999998,1.8892926999999986,0.34759520000000066,0.0,142,241,219,40,4,0,541,229,204,27,3,0,0.9,0.1,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf3,Stone,Stone,10,9,1,2009,2425,4434,522.9427456069999,437.9941464829999,101,98,56,33.930910170000004,41.037391826999986,94.99981528999997,69.09803334999995,179.70519833999998,0.0,138.10230679999995,35.91663633299995,104.22122878999996,91.40483848999999,61.01290006999998,0.0,145.43854280000002,800,507,531,137,0,34,1617,376,284,114,0,34,0.9,0.1,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf3,Boost,Boost,10,8,2,1440,2234,3674,89.465647789,38.044463089,80,71,46,12.923816117000001,16.388381529000004,8.839854390000001,23.50019164,35.73822173,4.998998499999999,0.0,12.934281719000008,13.928006010000002,4.183899760000002,5.406997199999994,1.5912783999999984,0.0,320,618,401,93,8,0,1202,694,258,70,10,0,0.8,0.2,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf3,Boost,Stone,10,3,7,1084,1618,2702,149.70323416199992,204.54108151199995,116,33,46,30.006030269999997,15.219362771999995,46.48487643999998,37.94216983999999,41.06240660999996,8.99441849999999,0.0,47.714543661999976,100.43273179,28.993892469999995,12.59409398999998,0.0,14.805819599999998,306,338,289,121,30,0,1014,288,197,90,0,29,0.3,0.7,1,2
Bot_NN,Bot_Primitive,60.0,0.1,BestOf3,Stone,Boost,10,9,1,1491,1805,3296,300.932379322,126.77469881999995,77,100,52,32.93104382,52.43331174199997,85.03115589000001,67.55694942999999,84.48933556,0.0,11.421626699999996,45.29002984999999,58.53868017999999,9.68764779999999,6.640214589999978,6.618126399999992,0.0,460,468,409,126,0,28,956,405,312,93,39,0,0.9,0.1,1,2
Bot_NN,Bot_Primitive,60.0,0.2,BestOf1,Boost,Stone,10,3,7,301,349,650,112.18846237499997,163.653296447,52,16,22,23.69413668,5.125989705,46.973480439999996,19.31279822999999,37.5722968,3.2038971999999983,0.0,67.80962126700001,55.403431929999996,22.818634399999997,9.883810549999998,0.0,7.737798299999998,90,75,71,53,12,0,196,63,40,38,0,12,0.3,0.7,1,2
Bot_NN,Bot_Primitive,60.0,0.2,BestOf3,Boost,Stone,10,2,8,1158,1515,2673,202.49594903800005,229.97322895800005,173,61,50,29.764039030000003,20.908978058,53.430569030000015,46.670306389999986,70.37975956000002,11.106336000000006,0.0,56.74032630800002,76.02531253000001,38.47421926,41.81889226000001,0.0,16.914478600000006,314,305,325,181,33,0,898,281,192,111,0,33,0.2,0.8,1,2
Bot_NN,Bot_Primitive,60.0,0.2,BestOf3,Boost,Boost,10,10,0,913,1212,2125,96.182317339,107.22660843030005,15,151,46,21.78281599,10.984258448999999,33.806357780000006,16.23797741000001,28.782232399999998,6.371491299999997,0.0,62.00168877030001,10.792612080000001,26.738288269999998,5.836029310000006,1.857990000000008,0.0,174,263,395,73,8,0,479,122,506,85,20,0,1.0,0.0,1,2
Bot_NN,Bot_Primitive,60.0,0.2,BestOf3,Stone,Stone,10,10,0,977,1204,2181,236.86189992200002,116.000799022,81,75,44,17.663095486,14.55281921200001,54.694688750000005,59.20045907999999,71.55041307999998,0.0,36.86351979999999,29.518154202,27.397426469999992,22.464773079999993,19.890030369999995,0.0,16.730414899999996,379,268,226,94,0,10,728,269,115,82,0,10,1.0,0.0,1,2
Bot_NN,Bot_Primitive,60.0,0.2,BestOf3,Stone,Boost,10,9,1,980,1088,2068,149.994255352,76.48094398299997,72,96,40,16.90867891,21.580065712000003,33.78080155,30.84961563000001,56.42725216000001,0.0,7.3565203000000015,27.643019362999993,24.597276909999998,14.525856619999992,5.25850708999999,4.456284,0.0,290,321,248,108,0,13,563,265,183,62,15,0,0.9,0.1,1,2
Bot_NN,Bot_Primitive,60.0,0.2,BestOf1,Stone,Boost,10,9,1,327,362,689,135.75650445300002,69.604024345,26,34,20,22.16518505,20.243588533000008,47.42031561000001,25.366059250000006,38.60808986,0.0,4.118451200000003,30.413497585,24.974514909999993,7.822906280000004,1.8760017700000051,4.517103799999999,0.0,91,74,112,42,0,8,179,72,71,27,13,0,0.9,0.1,1,2
Bot_NN,Bot_Primitive,60.0,0.2,BestOf1,Boost,Boost,10,10,0,289,374,663,28.240403398000012,23.065862678000016,28,24,20,8.298491816999999,4.937976458000001,5.454639810000003,7.265889040000003,10.433483490000002,0.14841460000000062,0.0,9.693232908000004,8.656709410000003,2.662376700000002,1.6815951600000019,0.37194850000000024,0.0,79,103,76,30,1,0,204,115,31,22,2,0,1.0,0.0,1,2
