Bot,Timer,ActInterval,Round,TimeBin,Action,MeanCount
Bot_BT,45.0,0.2,BestOf1,5.0,SkillStone,0.0
Bot_BT,45.0,0.2,BestOf1,5.0,TurnLeft,2.6147186147186146
Bot_BT,45.0,0.2,BestOf1,5.0,TurnRight,8.069565217391304
Bot_BT,45.0,0.2,BestOf1,10.0,Accelerate,9.826291079812206
Bot_BT,45.0,0.2,BestOf1,10.0,Dash,0.34545454545454546
Bot_BT,45.0,0.2,BestOf1,10.0,SkillBoost,0.5675675675675675
Bot_BT,45.0,0.2,BestOf1,10.0,SkillStone,0.3888888888888889
Bot_BT,45.0,0.2,BestOf1,10.0,TurnLeft,2.272300469483568
Bot_BT,45.0,0.2,BestOf1,10.0,TurnRight,7.320754716981132
Bot_BT,45.0,0.2,BestOf1,15.0,Accelerate,10.036363636363637
Bot_BT,45.0,0.2,BestOf1,15.0,Dash,0.36363636363636365
Bot_BT,45.0,0.2,BestOf1,15.0,SkillBoost,0.2727272727272727
Bot_BT,45.0,0.2,BestOf1,15.0,SkillStone,0.34285714285714286
Bot_BT,45.0,0.2,BestOf1,15.0,TurnLeft,1.9696969696969697
Bot_BT,45.0,0.2,BestOf1,15.0,TurnRight,7.763636363636364
Bot_BT,45.0,0.2,BestOf1,20.0,Accelerate,11.583333333333334
Bot_BT,45.0,0.2,BestOf1,20.0,Dash,0.2
Bot_BT,45.0,0.2,BestOf1,20.0,SkillBoost,0.17857142857142858
Bot_BT,45.0,0.2,BestOf1,20.0,SkillStone,0.10344827586206896
Bot_BT,45.0,0.2,BestOf1,20.0,TurnLeft,1.803030303030303
Bot_BT,45.0,0.2,BestOf1,20.0,TurnRight,9.75
Bot_BT,45.0,0.2,BestOf1,25.0,Accelerate,12.897196261682243
Bot_BT,45.0,0.2,BestOf1,25.0,Dash,0.15942028985507245
Bot_BT,45.0,0.2,BestOf1,25.0,SkillBoost,0.15789473684210525
Bot_BT,45.0,0.2,BestOf1,25.0,SkillStone,0.20833333333333334
Bot_BT,45.0,0.2,BestOf1,25.0,TurnLeft,1.644859813084112
Bot_BT,45.0,0.2,BestOf1,25.0,TurnRight,11.299065420560748
Bot_BT,45.0,0.2,BestOf1,30.0,Accelerate,15.333333333333334
Bot_BT,45.0,0.2,BestOf1,30.0,Dash,0.14545454545454545
Bot_BT,45.0,0.2,BestOf1,30.0,SkillBoost,0.23076923076923078
Bot_BT,45.0,0.2,BestOf1,30.0,SkillStone,0.17647058823529413
Bot_BT,45.0,0.2,BestOf1,30.0,TurnLeft,2.0
Bot_BT,45.0,0.2,BestOf1,30.0,TurnRight,13.25287356321839
Bot_BT,45.0,0.2,BestOf1,35.0,Accelerate,16.38961038961039
Bot_BT,45.0,0.2,BestOf1,35.0,Dash,0.16326530612244897
Bot_BT,45.0,0.2,BestOf1,35.0,SkillBoost,0.2222222222222222
Bot_BT,45.0,0.2,BestOf1,35.0,SkillStone,0.26666666666666666
Bot_BT,45.0,0.2,BestOf1,35.0,TurnLeft,1.6753246753246753
Bot_BT,45.0,0.2,BestOf1,35.0,TurnRight,14.662337662337663
Bot_BT,45.0,0.2,BestOf1,40.0,Accelerate,18.491803278688526
Bot_BT,45.0,0.2,BestOf1,40.0,Dash,0.075
Bot_BT,45.0,0.2,BestOf1,40.0,SkillBoost,0.16666666666666666
Bot_BT,45.0,0.2,BestOf1,40.0,SkillStone,0.1111111111111111
Bot_BT,45.0,0.2,BestOf1,40.0,TurnLeft,1.0163934426229508
Bot_BT,45.0,0.2,BestOf1,40.0,TurnRight,17.42622950819672
Bot_BT,45.0,0.2,BestOf1,45.0,Accelerate,0.6666666666666666
Bot_BT,45.0,0.2,BestOf1,45.0,Dash,0.0
Bot_BT,45.0,0.2,BestOf1,45.0,SkillStone,0.0
Bot_BT,45.0,0.2,BestOf1,45.0,TurnLeft,0.3333333333333333
Bot_BT,45.0,0.2,BestOf1,45.0,TurnRight,0.3333333333333333
Bot_BT,45.0,0.2,BestOf3,0.0,Accelerate,24.889344262295083
Bot_BT,45.0,0.2,BestOf3,0.0,Dash,0.49696969696969695
Bot_BT,45.0,0.2,BestOf3,0.0,SkillBoost,0.0
Bot_BT,45.0,0.2,BestOf3,0.0,SkillStone,0.0
Bot_BT,45.0,0.2,BestOf3,0.0,TurnLeft,6.647540983606557
Bot_BT,45.0,0.2,BestOf3,0.0,TurnRight,16.204918032786885
Bot_BT,45.0,0.2,BestOf3,5.0,Accelerate,27.333333333333332
Bot_BT,45.0,0.2,BestOf3,5.0,Dash,0.42592592592592593
Bot_BT,45.0,0.2,BestOf3,5.0,SkillBoost,0.0
Bot_BT,45.0,0.2,BestOf3,5.0,SkillStone,0.0
Bot_BT,45.0,0.2,BestOf3,5.0,TurnLeft,7.329113924050633
Bot_BT,45.0,0.2,BestOf3,5.0,TurnRight,20.670886075949365
Bot_BT,45.0,0.2,BestOf3,10.0,Accelerate,25.550295857988164
Bot_BT,45.0,0.2,BestOf3,10.0,Dash,0.7131782945736435
Bot_BT,45.0,0.2,BestOf3,10.0,SkillBoost,0.9649122807017544
Bot_BT,45.0,0.2,BestOf3,10.0,SkillStone,0.9210526315789473
Bot_BT,45.0,0.2,BestOf3,10.0,TurnLeft,6.06508875739645
Bot_BT,45.0,0.2,BestOf3,10.0,TurnRight,18.532544378698226
Bot_BT,45.0,0.2,BestOf3,15.0,Accelerate,24.073170731707318
Bot_BT,45.0,0.2,BestOf3,15.0,Dash,0.9090909090909091
Bot_BT,45.0,0.2,BestOf3,15.0,SkillBoost,0.5454545454545454
Bot_BT,45.0,0.2,BestOf3,15.0,SkillStone,0.45161290322580644
Bot_BT,45.0,0.2,BestOf3,15.0,TurnLeft,5.382113821138211
Bot_BT,45.0,0.2,BestOf3,15.0,TurnRight,16.951219512195124
Bot_BT,45.0,0.2,BestOf3,20.0,Accelerate,26.55056179775281
Bot_BT,45.0,0.2,BestOf3,20.0,Dash,0.5066666666666667
Bot_BT,45.0,0.2,BestOf3,20.0,SkillBoost,0.22580645161290322
Bot_BT,45.0,0.2,BestOf3,20.0,SkillStone,0.48
Bot_BT,45.0,0.2,BestOf3,20.0,TurnLeft,4.52808988764045
Bot_BT,45.0,0.2,BestOf3,20.0,TurnRight,21.60674157303371
Bot_BT,45.0,0.2,BestOf3,25.0,Accelerate,27.52857142857143
Bot_BT,45.0,0.2,BestOf3,25.0,Dash,0.55
Bot_BT,45.0,0.2,BestOf3,25.0,SkillBoost,0.56
Bot_BT,45.0,0.2,BestOf3,25.0,SkillStone,0.1111111111111111
Bot_BT,45.0,0.2,BestOf3,25.0,TurnLeft,4.671428571428572
Bot_BT,45.0,0.2,BestOf3,25.0,TurnRight,22.185714285714287
Bot_BT,45.0,0.2,BestOf3,30.0,Accelerate,30.22641509433962
Bot_BT,45.0,0.2,BestOf3,30.0,Dash,0.2608695652173913
Bot_BT,45.0,0.2,BestOf3,30.0,SkillBoost,0.125
Bot_BT,45.0,0.2,BestOf3,30.0,SkillStone,0.26666666666666666
Bot_BT,45.0,0.2,BestOf3,30.0,TurnLeft,3.830188679245283
Bot_BT,45.0,0.2,BestOf3,30.0,TurnRight,26.547169811320753
Bot_BT,45.0,0.2,BestOf3,35.0,Accelerate,37.58536585365854
Bot_BT,45.0,0.2,BestOf3,35.0,Dash,0.4166666666666667
Bot_BT,45.0,0.2,BestOf3,35.0,SkillBoost,0.2222222222222222
Bot_BT,45.0,0.2,BestOf3,35.0,SkillStone,0.35714285714285715
Bot_BT,45.0,0.2,BestOf3,35.0,TurnLeft,3.024390243902439
Bot_BT,45.0,0.2,BestOf3,35.0,TurnRight,32.926829268292686
Bot_BT,45.0,0.2,BestOf3,40.0,Accelerate,37.21052631578947
Bot_BT,45.0,0.2,BestOf3,40.0,Dash,0.29411764705882354
Bot_BT,45.0,0.2,BestOf3,40.0,SkillBoost,0.2222222222222222
Bot_BT,45.0,0.2,BestOf3,40.0,SkillStone,0.08333333333333333
Bot_BT,45.0,0.2,BestOf3,40.0,TurnLeft,2.8157894736842106
Bot_BT,45.0,0.2,BestOf3,40.0,TurnRight,33.973684210526315
Bot_BT,45.0,0.2,BestOf3,45.0,Accelerate,0.0
Bot_BT,45.0,0.2,BestOf3,45.0,Dash,0.0
Bot_BT,45.0,0.2,BestOf3,45.0,SkillBoost,0.0
Bot_BT,45.0,0.2,BestOf3,45.0,SkillStone,0.0
Bot_BT,45.0,0.2,BestOf3,45.0,TurnLeft,0.0
Bot_BT,45.0,0.2,BestOf3,45.0,TurnRight,0.0
Bot_BT,60.0,0.1,BestOf1,0.0,Accelerate,6.8429752066115705
Bot_BT,60.0,0.1,BestOf1,0.0,Dash,0.558252427184466
Bot_BT,60.0,0.1,BestOf1,0.0,SkillBoost,0.0
Bot_BT,60.0,0.1,BestOf1,0.0,SkillStone,0.0
Bot_BT,60.0,0.1,BestOf1,0.0,TurnLeft,6.0375
Bot_BT,60.0,0.1,BestOf1,0.0,TurnRight,3.8388429752066116
Bot_BT,60.0,0.1,BestOf1,5.0,Accelerate,5.833333333333333
Bot_BT,60.0,0.1,BestOf1,5.0,Dash,0.5970873786407767
Bot_BT,60.0,0.1,BestOf1,5.0,SkillBoost,0.0
Bot_BT,60.0,0.1,BestOf1,5.0,SkillStone,0.0
Bot_BT,60.0,0.1,BestOf1,5.0,TurnLeft,4.8655462184873945
Bot_BT,60.0,0.1,BestOf1,5.0,TurnRight,6.391666666666667
Bot_BT,60.0,0.1,BestOf1,10.0,Accelerate,6.5162790697674415
Bot_BT,60.0,0.1,BestOf1,10.0,Dash,0.5360824742268041
Bot_BT,60.0,0.1,BestOf1,10.0,SkillBoost,0.7
Bot_BT,60.0,0.1,BestOf1,10.0,SkillStone,0.5606060606060606
Bot_BT,60.0,0.1,BestOf1,10.0,TurnLeft,2.6291079812206575
Bot_BT,60.0,0.1,BestOf1,10.0,TurnRight,9.04186046511628
Bot_BT,60.0,0.1,BestOf1,15.0,Accelerate,6.58282208588957
Bot_BT,60.0,0.1,BestOf1,15.0,Dash,0.5228758169934641
Bot_BT,60.0,0.1,BestOf1,15.0,SkillBoost,0.24615384615384617
Bot_BT,60.0,0.1,BestOf1,15.0,SkillStone,0.2923076923076923
Bot_BT,60.0,0.1,BestOf1,15.0,TurnLeft,2.0559006211180124
Bot_BT,60.0,0.1,BestOf1,15.0,TurnRight,8.306748466257668
Bot_BT,60.0,0.1,BestOf1,20.0,Accelerate,6.102941176470588
Bot_BT,60.0,0.1,BestOf1,20.0,Dash,0.4198473282442748
Bot_BT,60.0,0.1,BestOf1,20.0,SkillBoost,0.25925925925925924
Bot_BT,60.0,0.1,BestOf1,20.0,SkillStone,0.18333333333333332
Bot_BT,60.0,0.1,BestOf1,20.0,TurnLeft,1.962686567164179
Bot_BT,60.0,0.1,BestOf1,20.0,TurnRight,8.595588235294118
Bot_BT,60.0,0.1,BestOf1,25.0,Accelerate,6.884615384615385
Bot_BT,60.0,0.1,BestOf1,25.0,Dash,0.44554455445544555
Bot_BT,60.0,0.1,BestOf1,25.0,SkillBoost,0.4090909090909091
Bot_BT,60.0,0.1,BestOf1,25.0,SkillStone,0.30434782608695654
Bot_BT,60.0,0.1,BestOf1,25.0,TurnLeft,1.607843137254902
Bot_BT,60.0,0.1,BestOf1,25.0,TurnRight,9.865384615384615
Bot_BT,60.0,0.1,BestOf1,30.0,Accelerate,8.435897435897436
Bot_BT,60.0,0.1,BestOf1,30.0,Dash,0.56
Bot_BT,60.0,0.1,BestOf1,30.0,SkillBoost,0.1724137931034483
Bot_BT,60.0,0.1,BestOf1,30.0,SkillStone,0.3333333333333333
Bot_BT,60.0,0.1,BestOf1,30.0,TurnLeft,1.7105263157894737
Bot_BT,60.0,0.1,BestOf1,30.0,TurnRight,11.717948717948717
Bot_BT,60.0,0.1,BestOf1,35.0,Accelerate,7.746478873239437
Bot_BT,60.0,0.1,BestOf1,35.0,Dash,0.39705882352941174
Bot_BT,60.0,0.1,BestOf1,35.0,SkillBoost,0.37037037037037035
Bot_BT,60.0,0.1,BestOf1,35.0,SkillStone,0.16129032258064516
Bot_BT,60.0,0.1,BestOf1,35.0,TurnLeft,1.434782608695652
Bot_BT,60.0,0.1,BestOf1,35.0,TurnRight,12.056338028169014
Bot_BT,60.0,0.1,BestOf1,40.0,Accelerate,8.555555555555555
Bot_BT,60.0,0.1,BestOf1,40.0,Dash,0.55
Bot_BT,60.0,0.1,BestOf1,40.0,SkillBoost,0.2608695652173913
Bot_BT,60.0,0.1,BestOf1,40.0,SkillStone,0.2962962962962963
Bot_BT,60.0,0.1,BestOf1,40.0,TurnLeft,1.6885245901639345
Bot_BT,60.0,0.1,BestOf1,40.0,TurnRight,12.841269841269842
Bot_BT,60.0,0.1,BestOf1,45.0,Accelerate,9.181818181818182
Bot_BT,60.0,0.1,BestOf1,45.0,Dash,0.4423076923076923
Bot_BT,60.0,0.1,BestOf1,45.0,SkillBoost,0.18181818181818182
Bot_BT,60.0,0.1,BestOf1,45.0,SkillStone,0.2
Bot_BT,60.0,0.1,BestOf1,45.0,TurnLeft,1.4150943396226414
Bot_BT,60.0,0.1,BestOf1,45.0,TurnRight,14.018181818181818
Bot_BT,60.0,0.1,BestOf1,50.0,Accelerate,9.6
Bot_BT,60.0,0.1,BestOf1,50.0,Dash,0.6666666666666666
Bot_BT,60.0,0.1,BestOf1,50.0,SkillBoost,0.4444444444444444
Bot_BT,60.0,0.1,BestOf1,50.0,SkillStone,0.42857142857142855
Bot_BT,60.0,0.1,BestOf1,50.0,TurnLeft,1.3255813953488371
Bot_BT,60.0,0.1,BestOf1,50.0,TurnRight,16.22222222222222
Bot_BT,60.0,0.1,BestOf1,55.0,Accelerate,10.583333333333334
Bot_BT,60.0,0.1,BestOf1,55.0,Dash,0.30303030303030304
Bot_BT,60.0,0.1,BestOf1,55.0,SkillBoost,0.0
Bot_BT,60.0,0.1,BestOf1,55.0,SkillStone,0.2222222222222222
Bot_BT,60.0,0.1,BestOf1,55.0,TurnLeft,0.7352941176470589
Bot_BT,60.0,0.1,BestOf1,55.0,TurnRight,18.694444444444443
Bot_BT,60.0,0.1,BestOf1,60.0,Accelerate,0.2857142857142857
Bot_BT,60.0,0.1,BestOf1,60.0,Dash,0.16666666666666666
Bot_BT,60.0,0.1,BestOf1,60.0,SkillBoost,0.0
Bot_BT,60.0,0.1,BestOf1,60.0,SkillStone,0.3333333333333333
Bot_BT,60.0,0.1,BestOf1,60.0,TurnLeft,0.0
Bot_BT,60.0,0.1,BestOf1,60.0,TurnRight,0.7142857142857143
Bot_BT,60.0,0.1,BestOf3,0.0,Accelerate,17.471544715447155
Bot_BT,60.0,0.1,BestOf3,0.0,Dash,1.3817427385892116
Bot_BT,60.0,0.1,BestOf3,0.0,SkillBoost,0.0
Bot_BT,60.0,0.1,BestOf3,0.0,SkillStone,0.0
Bot_BT,60.0,0.1,BestOf3,0.0,TurnLeft,16.045267489711936
Bot_BT,60.0,0.1,BestOf3,0.0,TurnRight,9.58130081300813
Bot_BT,60.0,0.1,BestOf3,5.0,Accelerate,15.432098765432098
Bot_BT,60.0,0.1,BestOf3,5.0,Dash,1.4393305439330544
Bot_BT,60.0,0.1,BestOf3,5.0,SkillBoost,0.0
Bot_BT,60.0,0.1,BestOf3,5.0,SkillStone,0.0
Bot_BT,60.0,0.1,BestOf3,5.0,TurnLeft,11.229166666666666
Bot_BT,60.0,0.1,BestOf3,5.0,TurnRight,18.757201646090536
Bot_BT,60.0,0.1,BestOf3,10.0,Accelerate,18.173267326732674
Bot_BT,60.0,0.1,BestOf3,10.0,Dash,1.207070707070707
Bot_BT,60.0,0.1,BestOf3,10.0,SkillBoost,1.2073170731707317
Bot_BT,60.0,0.1,BestOf3,10.0,SkillStone,1.3132530120481927
Bot_BT,60.0,0.1,BestOf3,10.0,TurnLeft,5.994974874371859
Bot_BT,60.0,0.1,BestOf3,10.0,TurnRight,20.38118811881188
Bot_BT,60.0,0.1,BestOf3,15.0,Accelerate,13.592592592592593
Bot_BT,60.0,0.1,BestOf3,15.0,Dash,0.9874213836477987
Bot_BT,60.0,0.1,BestOf3,15.0,SkillBoost,0.5161290322580645
Bot_BT,60.0,0.1,BestOf3,15.0,SkillStone,0.44155844155844154
Bot_BT,60.0,0.1,BestOf3,15.0,TurnLeft,3.5786163522012577
Bot_BT,60.0,0.1,BestOf3,15.0,TurnRight,15.88888888888889
Bot_BT,60.0,0.1,BestOf3,20.0,Accelerate,12.798387096774194
Bot_BT,60.0,0.1,BestOf3,20.0,Dash,0.8264462809917356
Bot_BT,60.0,0.1,BestOf3,20.0,SkillBoost,0.3877551020408163
Bot_BT,60.0,0.1,BestOf3,20.0,SkillStone,0.43333333333333335
Bot_BT,60.0,0.1,BestOf3,20.0,TurnLeft,3.3636363636363638
Bot_BT,60.0,0.1,BestOf3,20.0,TurnRight,17.887096774193548
Bot_BT,60.0,0.1,BestOf3,25.0,Accelerate,13.17117117117117
Bot_BT,60.0,0.1,BestOf3,25.0,Dash,0.9537037037037037
Bot_BT,60.0,0.1,BestOf3,25.0,SkillBoost,0.7333333333333333
Bot_BT,60.0,0.1,BestOf3,25.0,SkillStone,0.7058823529411765
Bot_BT,60.0,0.1,BestOf3,25.0,TurnLeft,2.3425925925925926
Bot_BT,60.0,0.1,BestOf3,25.0,TurnRight,17.72072072072072
Bot_BT,60.0,0.1,BestOf3,30.0,Accelerate,10.89247311827957
Bot_BT,60.0,0.1,BestOf3,30.0,Dash,0.7
